test_id,recommendation_rank,sender_email,outlet_name,subject,body,topic_labels,expert_name,expert_title,expert_department,confidence,rationale,supporting_chunk_1_section,supporting_chunk_1_text,supporting_chunk_2_section,supporting_chunk_2_text,supporting_chunk_3_section,supporting_chunk_3_text,annotation_label,annotation_note
T010,1,writer10@gmail.com,Freelance journalist,"Need an expert on trusts, inheritance, and Middle East commercial law","Looking for academic comment on trusts and trustees, inheritance disputes, and commercial law in the Middle East.",Middle East,Mr Ian D Edge,Lecturer in Law | College of Law | UG Exam Board Chair,College of Law,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: trusts and trustees; key term overlap: middle, east, commercial, law. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Articles; Close; Sunni and Shia Law compared to the laws of Egypt and Iran; Edge; Ian; 2009; Trusts and Trustees (15); 10; pp 821-826; View this article; Methods of avoidance of the fixed heirship rules in Islamic law: the Islamic trust; 2008; Trusts and Trustees (14); pp 457-465; Islamic banking: the way forward; 1996; Middle East Commercial Law Review (2); pp 39-40; The outlook for business in Turkey; pp 67-69; Saudi Arabia: prospects and pitfalls; pp 103-105; Investment Opportunities in the Euro-Med area; pp 3-6; Editorial; 1995; Middle East Commercial Law Review (1); The importance of Islamic Law in Middle East Commercial Transactions; Middle East Commercial Law Review; Comment on Hyundai v Ministry of Housing Saudi Arabia; Banks and Banking in the Middle East; pp 83-86; Review of,research_interests,Review; Comment on Hyundai v Ministry of Housing Saudi Arabia; Banks and Banking in the Middle East; pp 83-86; Review of Business Laws of Yemen by Abdulla Maktari. Springer Netherlands; pp 123-124; The Middle East: Legal System or Legal Vacuum? ; pp 127-129; Political Stability and Law in the Middle East; pp 155-156; Editorial overview; pp 191-192; Recent Trends in Islamic Law; Historisk-filosofiske meddelelser (68); pp 15-22; An Assessment of the Jurisprudence of the Supreme Constitutional Court of Egypt; 1992; Recht Van de Islam (9); pp 38-47; Egyptian Family Law: The Tale of the Jinn; 1989; International and Comparative Law Quarterly (38); pp 682-685; Noel Coulson: An Assessment; 1987; Bulletin of the School of Oriental and African Studies (50); pp 532-535; Comparative Commercial Law of Egypt and the Arabian Gulf; 1985; Cleveland State Law Review (34); pp 129-144,,,,
T057,1,reporter57@bbc.co.uk,BBC News,Need an expert on Arabic historiography and Islamic archaeology,"Looking for academic comment on Arabic historiography, Islamic archaeology, historical geography of the Middle East, and castle building in the Middle East. Interested in policy implications, regional context, and current developments.",Middle East,Emeritus Professor Hugh N Kennedy,Emeritus Professor of Arabic,"Department of History, School of History, Religions and Philosophies & School of Languages, Cultures and Linguistics",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Arabic historiography, Islamic archaeology; key term overlap: and, castle, building. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,"Early Islamic History from 600 to1100, Arabic historiography, Islamic archaeology, historical geography of the Middle East, castle building in the Middle East, history of al-Andalus (Muslim Spain and Portugal)",,,,,,
T057,2,reporter57@bbc.co.uk,BBC News,Need an expert on Arabic historiography and Islamic archaeology,"Looking for academic comment on Arabic historiography, Islamic archaeology, historical geography of the Middle East, and castle building in the Middle East. Interested in policy implications, regional context, and current developments.",Middle East,Professor Scott Redford,Nasser D Khalili Professor of Islamic Art and Archaeology | School of Arts | Department Research & Knowledge Exchange Convenor,School of Arts & Department of History of Art and Archaeology,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Islamic archaeology; key term overlap: and, historical, the, middle. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Between 1977 and 1981' by Géza Fehérvári; 'Abbas Hamdani; Masoud Shaghlouf; and Hal Bishop; edited by Elizabeth Savage. London: Department of Antiquities; Tripoli and the Society for Libyan Studies; 2002; Ars Orientalis (33); Review of: A Historical Archaeology of the Ottoman Empire: Breaking New Ground by Uzi Baram; Lynda Carroll. New York: Kluwer; 2000; Bulletin of the American Schools of Oriental Research (326); pp 101-103; Excavations at Medieval Kinet; Ikram; Salima; Parr; Elizabeth M. and Beach; Timothy; 2001; Ancient Near Eastern Studies (38); pp 58-138; Just landscape in medieval Anatolia; Studies in the History of Gardens and Designed Landscapes (20); pp 313-324; Review of: Mittelalterliche Tierreliefs in Anatolien und Mesopotamien by Joachim Guerlichs. Tübingen: Ernst Wasmuth Verlag; 1996; Artibus Asiae (59); pp 320-322; Constructions of Power and Piety in Medieval Aleppo by Y.,research_interests,iety of Architectural Historians (54); pp 370-371; Review of: 'The Art of the Saljuqs in Iran and Anatolia' edited by R. Hillenbrand; Mazda Publishers; 1994; Review of Middle East Studies (29); pp 94-95; Medieval Ceramics from Samsat; Archéologie islamique (Paris) (5); pp 55-70; Thirteenth Century Rum Seljuq Palaces and Palace Imagery; Ars Orientalis (23); pp 215-232; Ayyubid Glass from Samsat; Journal of Glass Studies (36); pp 81-91; Glazed Calcareous Clay Ceramics from Gritille; Muqarnas: An Annual on the Visual Cultures of the Islamic World (11); pp 31-34; The Seljuks of Rum and the Antique; Muqarnas: An Annual on the Visual Cultures of the Islamic World (10); pp 148-156; The Alaeddin Mosque in Konya Reconsidered; 1991; Artibus Asiae (51); pp 54-74; How Islamic Is It?,research_interests,Oxford: (Arcaeopress); The Archaeology of the Frontier in the Medieval Near East: Excavations at Gritille; Scott (1998). Philadelphia: (University Museum Publications; University of Pennsylvania); Articles; The 'Halep Arki' (Aleppo Channel); a Mamluk Era Water System for Aleppo; Demir; Timur; Ekici Bulut; Makbule and Redford; Scott; 2024; Journal of Islamic Archaeology (10); pp 135-144; View this article; Visualizing Mobility in Cappadocia; Valonia: A Journal of Anatolian Pasts (1); pp 174-191; The Kubadabad Plate: Islamic Gilded and Enameled Glass in Context; Bakırer; Ömür and Redford; 2017; Journal of Glass Studies (59); pp 171-191; A Twelfth Century Iron Workshop at Kinet; 2012; Byzas: Veröffenlichungen des Deutschen Archäologischen Instituts Istanbul (15: Byzantine Small Finds in Archaeological Contexts); pp 385-392; Portable Palaces: On the Circulation of Objects and Ideas about Architecture in,,
T091,1,reporter91@aljazeera.com,Al Jazeera,Need an expert on Middle East Studies and Iranian Studies,"Looking for academic comment on Middle East Studies, Iranian Studies, Palestinian Studies, and Area Studies (Middle East. Interested in policy implications, regional context, and current developments.",Middle East,Dr Seyed Ali Alavi,Lecturer in Middle Eastern and Iranian Studies,"School of Languages, Cultures and Linguistics",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Middle East Studies, Iranian Studies; key term overlap: and, area. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,"Middle East Studies, Iranian Studies, Palestinian Studies, Area Studies (Middle East, Asia, Africa, Eurasia), Orientalism, International Studies. My research portfolio spans the diverse realms of Area Studies, with a particular focus on Asia, the Middle East, and North Africa. Within this interdisciplinary framework, I am interested in delving into the intricate cultural, economic and political dynamics underpinning China's relations with the Middle East, with a special emphasis on nations such as Iran and the Arab States in West Asia.",,,,,,
T075,1,writer75@outlook.com,Freelance contributor,Need an expert on transnational Malay identity and cultural revival such as Malay kingdoms,"Looking for academic comment on transnational Malay identity, cultural revival such as Malay kingdoms, traditional performance practices, and as well as Islam and writing practices in the Malay world. Interested in policy implications, regional context, and current developments.",Religion,Dr Carlo Bonura,Reader in Politics of Southeast Asia (Edu),Department of Politics and International Studies,Low,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: malay, and, the. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Comparative political thought; contemporary Islamic thought in Southeast Asia; Southeast Asian politics; particularly Thailand and Malaysia; culture and politics; Carlo Bonura's current research focuses the diverse debates over Islamic conceptualisations of civil society and liberalism found in Malaysia and Indonesia. His research explores the active engagement within contemporary Southeast Asian Islamic thought with Islamic reformist thought; European theories of civil society; and the challenges of popular contestation over public religion; secularism and multiculturalism; More broadly; Dr. Bonura's work examines the status of comparison as a concept within political theory.,research_interests,ulticulturalism; More broadly; Dr. Bonura's work examines the status of comparison as a concept within political theory. He is currently working on a book manuscript entitled Logics of Comparison: the Conceptualization of Islamic Civil Society and Comparative Political Thought. Dr. Bonura's parallel research interests lie in the politics of Malay Muslim communities in southern Thailand and the ongoing political violence in the region,,,,
T099,1,writer99@outlook.com,Freelance contributor,Need an expert on The Qur'an: language and style and translations in English,"Looking for academic comment on The Qur'an: language, style and translations in English, Islamic family law, and Islam: beliefs. Interested in policy implications, regional context, and current developments.",Religion,"Professor Muhammad A S Abdel Haleem, OBE","School of Languages, Cultures and Linguistics | King Fahd Professor of Islamic Studies","School of Languages, Cultures and Linguistics",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: The Qur'an, style and translations in English; key term overlap: language, islam, beliefs. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,The Qur'an: language; style and translations in English; Islamic family law; Islam: beliefs; practice and culture; Arab society and culture,,,,,,
T099,2,writer99@outlook.com,Freelance contributor,Need an expert on The Qur'an: language and style and translations in English,"Looking for academic comment on The Qur'an: language, style and translations in English, Islamic family law, and Islam: beliefs. Interested in policy implications, regional context, and current developments.",Religion,Mr Ian D Edge,Lecturer in Law | College of Law | UG Exam Board Chair,College of Law,Low,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: the, and, islamic, family. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Articles; Close; Sunni and Shia Law compared to the laws of Egypt and Iran; Edge; Ian; 2009; Trusts and Trustees (15); 10; pp 821-826; View this article; Methods of avoidance of the fixed heirship rules in Islamic law: the Islamic trust; 2008; Trusts and Trustees (14); pp 457-465; Islamic banking: the way forward; 1996; Middle East Commercial Law Review (2); pp 39-40; The outlook for business in Turkey; pp 67-69; Saudi Arabia: prospects and pitfalls; pp 103-105; Investment Opportunities in the Euro-Med area; pp 3-6; Editorial; 1995; Middle East Commercial Law Review (1); The importance of Islamic Law in Middle East Commercial Transactions; Middle East Commercial Law Review; Comment on Hyundai v Ministry of Housing Saudi Arabia; Banks and Banking in the Middle East; pp 83-86; Review of,research_interests,Review; Comment on Hyundai v Ministry of Housing Saudi Arabia; Banks and Banking in the Middle East; pp 83-86; Review of Business Laws of Yemen by Abdulla Maktari. Springer Netherlands; pp 123-124; The Middle East: Legal System or Legal Vacuum? ; pp 127-129; Political Stability and Law in the Middle East; pp 155-156; Editorial overview; pp 191-192; Recent Trends in Islamic Law; Historisk-filosofiske meddelelser (68); pp 15-22; An Assessment of the Jurisprudence of the Supreme Constitutional Court of Egypt; 1992; Recht Van de Islam (9); pp 38-47; Egyptian Family Law: The Tale of the Jinn; 1989; International and Comparative Law Quarterly (38); pp 682-685; Noel Coulson: An Assessment; 1987; Bulletin of the School of Oriental and African Studies (50); pp 532-535; Comparative Commercial Law of Egypt and the Arabian Gulf; 1985; Cleveland State Law Review (34); pp 129-144,,,,
T040,1,writer40@gmail.com,Freelance journalist,Need an expert on Economic development and Macroeconomic and social policies,"Looking for academic comment on Economic development, Macroeconomic and social policies, Social reproduction, and Feminist political economy. Interested in policy implications, regional context, and current developments.",Development | Politics,Dr Hannah Bargawi,Reader in Economics | College of Social Sciences | CoDEF Convenor for Learning and Teaching,Department of Economics,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Economic development, Macroeconomic and social policies; key term overlap: feminist, political, economy. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Economic development; Macroeconomic and social policies; Social reproduction; Feminist political economy; Care; Feminist economics; Economics pedagogy,,,,,,
T040,2,writer40@gmail.com,Freelance journalist,Need an expert on Economic development and Macroeconomic and social policies,"Looking for academic comment on Economic development, Macroeconomic and social policies, Social reproduction, and Feminist political economy. Interested in policy implications, regional context, and current developments.",Development | Politics,Dr Sara Stevano,Senior Lecturer in Economics,Department of Economics,Medium,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Social reproduction; key term overlap: development, and, political, economy. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Social reproduction; Intersecting or co-constituted inequalities; Work and employment; Food and nutrition; Development processes and hierarchies; Methodology for political economy,,,,,,
T040,3,writer40@gmail.com,Freelance journalist,Need an expert on Economic development and Macroeconomic and social policies,"Looking for academic comment on Economic development, Macroeconomic and social policies, Social reproduction, and Feminist political economy. Interested in policy implications, regional context, and current developments.",Development | Politics,Dr Manuel Garcia Dellacasa,Lecturer in Economics | MSc in Economic Policy Convenor,Department of Economics,Medium,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Economic development; key term overlap: feminist, political, economy. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Urban economics Economic development Feminist economics Political economy Economic policy,,,,,,
T042,1,reporter42@aljazeera.com,Al Jazeera,Need an expert on Just transition and Sustainable development,"Looking for academic comment on Just transition, Sustainable development, Peripheral economies, and Structural change. Interested in policy implications, regional context, and current developments.",Development,Dr Linnit Pessoa,Associate Lecturer in Economics,Department of Economics,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Just transition, Sustainable development; key term overlap: structural, change. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Just transition; Sustainable development; Peripheral economies; Structural change; Green extractivism; Financialisation; Economic planning,,,,,,
T042,2,reporter42@aljazeera.com,Al Jazeera,Need an expert on Just transition and Sustainable development,"Looking for academic comment on Just transition, Sustainable development, Peripheral economies, and Structural change. Interested in policy implications, regional context, and current developments.",Development,Dr Arnaud Persenda,,Department of Economics,Medium,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: transition, sustainable, development, economies. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Structural Change; International Trade; Sustainable Transition; Emerging Economies; Input-Output Analysis; Industrial Development; Economic Complexity; Network Modeling; Global Value Chains,,,,,,
T043,1,reporter43@bbc.co.uk,BBC News,Need an expert on Social protection and welfare institutions in the global south and Informality and labour market policies,"Looking for academic comment on Social protection and welfare institutions in the global south, Informality and labour market policies, Poverty, and Social exclusion. Interested in policy implications, regional context, and current developments.",Development,Dr Miguel Nino-Zarazua,Reader in Economics,Department of Economics,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Social protection and welfare institutions in the global south, Informality and labour market policies; key term overlap: poverty, exclusion. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,"Social protection and welfare institutions in the global south, Informality and labour market policies, Poverty, Social exclusion, Inequality and polarization, Tax policy and redistribution, Economics of microfinance, Aid and development, Political economy of State capacity.",,,,,,
